	abbreviation	name	equation	rule	Genes	Proteins	subsystem	reversible	lowbnd	uppbnd	obj_coef	Confidence.Score	EC.Number	Notes	References
776	r_1021	succinate dehydrogenase (ubiquinone-6)	s_1460 + s_1537  <=> s_0727 + s_1535	((YKL141W AND YDR178W AND YLL041C AND YKL148C) OR (YKL141W AND YDR178W AND YJL045W AND YLL041C))	YDR178W YJL045W YKL141W YKL148C YLL041C	NA	NA	1	-1000	1000	0	NA		NA	
777	r_1022	succinate-CoA ligase (ADP-forming)	s_0397 + s_1326 + s_1464  <=> s_0437 + s_0532 + s_1460	(YGR244C AND YOR142W)	YGR244C YOR142W	NA	NA	1	0	1000	0	NA		NA	
778	r_1023	succinate-semialdehyde dehydrogenase (NADP)	s_0803 + s_1207 + s_1461  <=> (2) s_0794 + s_1212 + s_1458	YBR006W	YBR006W	NA	NA	1	0	1000	0	NA		NA	
779	r_1024	sucrose hydrolyzing enxyme	s_0805 + s_1466  <=> s_0554 + s_0565	YIL162W	YIL162W	NA	NA	1	0	1000	0	NA		NA	
780	r_1025	sulfate adenylyltransferase	s_0434 + s_0794 + s_1467  <=> s_0298 + s_0633	YJR010W	YJR010W	NA	NA	1	0	1000	0	NA		NA	
781	r_1026	sulfate adenylyltransferase (ADP)	s_0394 + s_0794 + s_1467  <=> s_0298 + s_1322	YCL050C	YCL050C	NA	NA	1	0	1000	0	NA		NA	
782	r_1027	sulfite reductase (NADPH2)	(5) s_0794 + (3) s_1212 + s_1469  <=> (3) s_0803 + s_0841 + (3) s_1207	(YJR137C AND YFR030W)	YFR030W YJR137C	NA	NA	1	0	1000	0	NA		NA	
783	r_1028	taurcholate via ABC system	s_0434 + s_0803 + s_1473  <=> s_0394 + s_0794 + s_1322 + s_1474	YLL048C	YLL048C	NA	NA	1	0	1000	0	NA		NA	
784	r_1029	taurine dioxygenase	s_0180 + s_1275 + s_1471  <=> s_0417 + s_0456 + s_0794 + s_1458 + s_1469	YLL057C	YLL057C	NA	NA	1	0	1000	0	NA		NA	
785	r_1030	tetrahydrofolate aminomethyltransferase	s_0305 + s_0807  <=> s_0321 + s_0799	(YAL044C AND YDR019C AND YFL018C AND YMR189W)	YAL044C YDR019C YFL018C YMR189W	NA	NA	1	0	1000	0	NA		NA	
786	r_1031	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	s_0434 + s_0991 + s_1487  <=> s_0308 + s_0394 + s_0794 + s_1322	(YOR241W OR YKL132C)	YKL132C YOR241W	NA	NA	1	-1000	1000	0	NA		NA	
787	r_1032	thiamin diphosphatase	(2) s_0805 + s_1476  <=> s_0796 + (2) s_1324 + s_1490	YBR092C	YBR092C	NA	NA	1	0	1000	0	NA		NA	
788	r_1033	thiamin phosphatase	s_0805 + s_1498  <=> s_1324 + s_1490	YBR092C	YBR092C	NA	NA	1	0	1000	0	NA		NA	
789	r_1034	thiamine diphosphokinase	s_0434 + s_1489  <=> s_0423 + s_0794 + s_1475	YOR143C	YOR143C	NA	NA	1	0	1000	0	NA		NA	
790	r_1035	thiamine-diphosphate kinase	s_0434 + s_1475  <=> s_0394 + s_1532	YOR143C	YOR143C	NA	NA	1	0	1000	0	NA		NA	
791	r_1036	thiamine-phosphate diphosphorylase	s_0267 + s_0293 + s_0794  <=> s_0633 + s_1497	YPL214C	YPL214C	NA	NA	1	0	1000	0	NA		NA	
792	r_1037	thioredoxin	s_0839 + s_1618  <=> (2) s_0808 + s_1622	((YIL010W AND YGR209C) OR (YLR043C AND YIL010W))	YGR209C YIL010W YLR043C	NA	NA	1	0	1000	0	NA		NA	
793	r_1038	thioredoxin reductase (NADPH)	s_0794 + s_1212 + s_1620  <=> s_1207 + s_1616	(YDR353W OR (YDR353W AND YGR209C) OR (YDR353W AND YLR043C))	YDR353W YGR209C YLR043C	NA	NA	1	0	1000	0	NA		NA	
794	r_1039	thioredoxin reductase (NADPH)	s_0799 + s_1214 + s_1621  <=> s_1210 + s_1617	((YPL091W AND YCR083W) OR (YHR106W AND YCR083W))	YCR083W YHR106W YPL091W	NA	NA	1	0	1000	0	NA		NA	
795	r_1040	threonine aldolase	s_1045  <=> s_0359 + s_1003	YEL046C	YEL046C	NA	NA	1	0	1000	0	NA		NA	
796	r_1041	threonine synthase	s_0803 + s_1238  <=> s_1045 + s_1322	YCR053W	YCR053W	NA	NA	1	0	1000	0	NA		NA	
797	r_1042	threonyl-tRNA synthetase	s_0434 + s_1045 + s_1608  <=> s_0423 + s_0633 + s_1491	YIL078W	YIL078W	NA	NA	1	0	1000	0	NA		NA	
798	r_1043	threonyl-tRNA synthetase	s_0437 + s_1047 + s_1609  <=> s_0424 + s_0636 + s_1492	YKL194C	YKL194C	NA	NA	1	0	1000	0	NA		NA	
799	r_1045	thymidylate synthase	s_0306 + s_0654  <=> s_0625 + s_0649	YOR074C	YOR074C	NA	NA	1	0	1000	0	NA		NA	
800	r_1046	trans-aconitate 3-methyltransferase	s_1416 + s_1503  <=> s_0007 + s_1413	YER175C	YER175C	NA	NA	1	0	1000	0	NA		NA	
801	r_1047	trans-pentaprenyltranstransferase	s_0945 + s_1313  <=> s_0636 + s_0831	YBR003W	YBR003W	NA	NA	1	0	1000	0	NA		NA	
802	r_1048	transaldolase	s_0764 + s_1427  <=> s_0551 + s_0557	YLR354C	YLR354C	NA	NA	1	-1000	1000	0	NA		NA	
803	r_1049	transketolase 1	s_0581 + s_1408  <=> s_0764 + s_1427	(YPR074C OR YBR117C)	YBR117C YPR074C	NA	NA	1	-1000	1000	0	NA		NA	
804	r_1050	transketolase 2	s_0551 + s_0581  <=> s_0557 + s_0764	(YPR074C OR YBR117C)	YBR117C YPR074C	NA	NA	1	-1000	1000	0	NA		NA	
805	r_1051	trehalose-phosphatase	s_0409 + s_0803  <=> s_1322 + s_1520	((YBR126C AND YDR074W AND YMR261C AND YML100W) OR YBR126C)	YBR126C YDR074W YML100W YMR261C	NA	NA	1	0	1000	0	NA		NA	11442833, 15692050, 9837904
806	r_1054	triose-phosphate isomerase	s_0629  <=> s_0764	YDR050C	YDR050C	NA	NA	1	-1000	1000	0	NA		NA	
807	r_1055	tryptophan synthase (indoleglycerol phosphate)	s_0086 + s_1039  <=> s_0764 + s_0803 + s_1048	YGL026C	YGL026C	NA	NA	1	0	1000	0	NA		NA	
808	r_1056	tryptophan transaminase	s_0180 + s_1048  <=> s_0855 + s_0991	YGL202W	YGL202W	NA	NA	1	0	1000	0	NA		NA	
809	r_1057	tryptophanyl-tRNA synthetase	s_0434 + s_1048 + s_1610  <=> s_0423 + s_0633 + s_1527	YOL097C	YOL097C	NA	NA	1	0	1000	0	NA		NA	
810	r_1058	tryptophanyl-tRNA synthetase	s_0437 + s_1050 + s_1611  <=> s_0424 + s_0636 + s_1528	YDR268W	YDR268W	NA	NA	1	0	1000	0	NA		NA	
811	r_1063	tyrosine transaminase	s_0204 + s_0991  <=> s_0180 + s_1051	YGL202W	YGL202W	NA	NA	1	-1000	1000	0	NA		NA	
812	r_1065	tyrosine transaminase	s_0206 + s_0995  <=> s_0184 + s_1054	YLR027C	YLR027C	NA	NA	1	0	1000	0	NA		NA	
813	r_1066	tyrosyl-tRNA synthetase	s_0434 + s_1051 + s_1612  <=> s_0423 + s_0633 + s_1533	YGR185C	YGR185C	NA	NA	1	0	1000	0	NA		NA	
814	r_1067	tyrosyl-tRNA synthetase	s_0437 + s_1053 + s_1613  <=> s_0424 + s_0636 + s_1534	YPL097W	YPL097W	NA	NA	1	0	1000	0	NA		NA	
815	r_1068	UDP-glucose:ergosterol glucosyltransferase	s_0666 + s_1543  <=> s_0670 + s_0794 + s_1538	YLR189C	YLR189C	NA	NA	1	0	1000	0	NA		NA	
816	r_1069	UDP-N-acetylglucosamine diphosphorylase	s_0794 + s_1189 + s_1559  <=> s_0633 + s_1544	YDL103C	YDL103C	NA	NA	1	-1000	1000	0	NA		NA	
817	r_1070	UDPglucose 4-epimerase	s_1543  <=> s_1541	YBR019C	YBR019C	NA	NA	1	-1000	1000	0	NA		NA	
818	r_1071	UDPglucose--hexose-1-phosphate uridylyltransferase	s_0410 + s_1543  <=> s_0567 + s_1541	YBR018C	YBR018C	NA	NA	1	-1000	1000	0	NA		NA	
819	r_1072	UMP kinase	s_0434 + s_1545  <=> s_0394 + s_1538	YKL024C	YKL024C	NA	NA	1	0	1000	0	NA		NA	
820	r_1073	UMP kinase	s_0438 + s_1548  <=> s_0398 + s_1540	YKL024C	YKL024C	NA	NA	1	0	1000	0	NA		NA	
821	r_1074	uracil phosphoribosyltransferase	s_1386 + s_1550  <=> s_0633 + s_1545	YHR128W	YHR128W	NA	NA	1	0	1000	0	NA		NA	
822	r_1075	urea carboxylase	s_0434 + s_0445 + s_1552  <=> s_0394 + s_0794 + s_1322 + s_1554	YBR208C	YBR208C	NA	NA	1	0	1000	0	NA		NA	
823	r_1076	ureidoglycolate hydrolase	(2) s_0794 + s_0803 + s_1555  <=> (2) s_0419 + s_0456 + s_0779	YIR032C	YIR032C	NA	NA	1	0	1000	0	NA		NA	
824	r_1077	uridine kinase (ATP:uridine)	s_0434 + s_1556  <=> s_0394 + s_0794 + s_1545	YNR012W	YNR012W	NA	NA	1	0	1000	0	NA		NA	
825	r_1078	uridine kinase (GTP:uridine)	s_0785 + s_1556  <=> s_0739 + s_0794 + s_1545	YNR012W	YNR012W	NA	NA	1	0	1000	0	NA		NA	
826	r_1079	uridylate kinase (dUMP)	s_0434 + s_0654  <=> s_0394 + s_0652	YKL024C	YKL024C	NA	NA	1	0	1000	0	NA		NA	
827	r_1080	uridylate kinase (dUMP)	s_0438 + s_0655  <=> s_0398 + s_0653	YKL024C	YKL024C	NA	NA	1	0	1000	0	NA		NA	
828	r_1081	uroporphyrinogen decarboxylase (uroporphyrinogen III)	(4) s_0794 + s_1558  <=> (4) s_0456 + s_0538	YDR047W	YDR047W	NA	NA	1	0	1000	0	NA		NA	
829	r_1082	uroporphyrinogen methyltransferase	(2) s_1416 + s_1558  <=> s_0794 + s_1375 + (2) s_1413	YKR069W	YKR069W	NA	NA	1	0	1000	0	NA		NA	
830	r_1083	uroporphyrinogen-III synthase	s_1378  <=> s_0803 + s_1558	YOR278W	YOR278W	NA	NA	1	0	1000	0	NA		NA	
831	r_1084	UTP-glucose-1-phosphate uridylyltransferase	s_0567 + s_0794 + s_1559  <=> s_0633 + s_1543	YKL035W	YKL035W	NA	NA	1	-1000	1000	0	NA		NA	
832	r_1085	V-ATPase, Golgi	s_0434 + s_0794 + s_0803  <=> s_0394 + (2) s_0797 + s_1322	(YBR127C AND YDL185W AND YEL027W AND YEL051W AND YGR020C AND YHR026W AND YHR039C-A AND YKL080W AND YLR447C AND YMR054W AND YOR332W AND YPL234C AND YPR036W)	YBR127C YDL185W YEL027W YEL051W YGR020C YHR026W YHR039C-A YKL080W YLR447C YMR054W YOR332W YPL234C YPR036W	NA	NA	1	0	1000	0	NA		NA	
833	r_1086	V-ATPase, vacuole	s_0434 + s_0794 + s_0803  <=> s_0394 + (2) s_0802 + s_1322	(YBR127C AND YDL185W AND YEL027W AND YEL051W AND YGR020C AND YHR026W AND YHR039C-A AND YKL080W AND YLR447C AND YOR270C AND YOR332W AND YPL234C AND YPR036W)	YBR127C YDL185W YEL027W YEL051W YGR020C YHR026W YHR039C-A YKL080W YLR447C YOR270C YOR332W YPL234C YPR036W	NA	NA	1	0	1000	0	NA		NA	
834	r_1087	valine transaminase	s_0180 + s_1056  <=> s_0232 + s_0991	YJR148W	YJR148W	NA	NA	1	-1000	1000	0	NA		NA	
835	r_1088	valine transaminase, mitochondiral	s_0182 + s_1058  <=> s_0233 + s_0993	YHR208W	YHR208W	NA	NA	1	-1000	1000	0	NA		NA	
836	r_1089	valyl-tRNA synthetase	s_0434 + s_1056 + s_1614  <=> s_0423 + s_0633 + s_1561	YGR094W	YGR094W	NA	NA	1	0	1000	0	NA		NA	
837	r_1090	valyl-tRNA synthetase	s_0437 + s_1058 + s_1615  <=> s_0424 + s_0636 + s_1562	YGR094W	YGR094W	NA	NA	1	0	1000	0	NA		NA	
838	r_1091	xanthine phosphoribosyltransferase	s_0357 + s_1386  <=> s_0633 + s_1565	YJR133W	YJR133W	NA	NA	1	0	1000	0	NA		NA	
839	r_1092	xylitol dehydrogenase (D-xyulose-forming)	s_1198 + s_1566  <=> s_0580 + s_0794 + s_1203	YLR070C	YLR070C	NA	NA	1	0	1000	0	NA		NA	
840	r_1093	xylose reductase	s_0578 + s_0794 + s_1212  <=> s_1207 + s_1566	YHR104W	YHR104W	NA	NA	1	0	1000	0	NA		NA	
841	r_1094	xylulokinase	s_0434 + s_0580  <=> s_0394 + s_0581 + s_0794	YGR194C	YGR194C	NA	NA	1	0	1000	0	NA		NA	
842	r_1095	yUMP synthetase	s_1408 + s_1550  <=> s_0803 + s_1388	(YNL292W OR YPL212C OR YGL063W OR YFL001W)	YFL001W YGL063W YNL292W YPL212C	NA	NA	1	-1000	1000	0	NA		NA	
843	r_1096	(R)-mevalonate transport	s_0029  <=> s_0028			NA	NA	1	-1000	1000	0	NA		NA	
844	r_1097	(R,R)-butanediol transport	s_0035  <=> s_0036			NA	NA	1	-1000	1000	0	NA		NA	
845	r_1098	2-methylbutyl transport	s_0172  <=> s_0173			NA	NA	1	0	1000	0	NA		NA	
846	r_1099	2-oxoadipate and 2-oxoglutarate transport	s_0066 + s_0177  <=> s_0068 + s_0176	(YOR222W OR YPL134C)	YOR222W YPL134C	NA	NA	1	0	1000	0	NA		NA	
847	r_1100	3-hexaprenyl-4,5-dihydroxybenzoate transport	s_0212  <=> s_0213			NA	NA	1	-1000	1000	0	NA		NA	
848	r_1101	4-aminobutyrate transport	s_0736 + s_0796  <=> s_0734 + s_0794	(YOR348C OR YDL210W)	YDL210W YOR348C	NA	NA	1	0	1000	0	NA		NA	
849	r_1102	5-aminolevulinate transport	s_0316 + s_0796  <=> s_0315 + s_0794	YDL210W	YDL210W	NA	NA	1	0	1000	0	NA		NA	
850	r_1103	5-formyltetrahydrofolic acid transport	s_0320  <=> s_0319			NA	NA	1	-1000	1000	0	NA		NA	
851	r_1104	8-Amino-7-oxononanoate transport	s_0354 + s_0796  <=> s_0352 + s_0794	YNR056C	YNR056C	NA	NA	1	-1000	1000	0	NA		NA	
852	r_1106	acetate transport	s_0362  <=> s_0364	YCR010C	YCR010C	NA	NA	1	-1000	1000	0	NA		NA	
853	r_1107	acetic ester transport	s_0685  <=> s_0686			NA	NA	1	0	1000	0	NA		NA	
854	r_1108	adenine transport	s_0384 + s_0796  <=> s_0383 + s_0794	(YER056C OR YER060W OR YER060W-A OR YGL186C)	YER056C YER060W YER060W-A YGL186C	NA	NA	1	0	1000	0	NA		NA	
855	r_1109	adenosine transport	s_0387 + s_0796  <=> s_0386 + s_0794	YAL022C	YAL022C	NA	NA	1	0	1000	0	NA		NA	
856	r_1110	ADP/ATP transporter	s_0394 + s_0437  <=> s_0397 + s_0434	(YMR056C OR YBR085W OR YBL030C)	YBL030C YBR085W YMR056C	NA	NA	1	-1000	1000	0	NA		NA	
857	r_1111	ADP/ATP transporter	s_0399 + s_0434 + s_0801  <=> s_0394 + s_0439 + s_0794	YPR128C	YPR128C	NA	NA	1	0	1000	0	NA		NA	
858	r_1112	AKG transporter, mitochonrial	s_0180 + s_0524  <=> s_0182 + s_0522	YMR241W	YMR241W	NA	NA	1	-1000	1000	0	NA		NA	
859	r_1113	allantoate uniport	s_0406  <=> s_0405	YJR152W	YJR152W	NA	NA	1	0	1000	0	NA		NA	
860	r_1114	allantoin uniport	s_0408  <=> s_0407	YIR028W	YIR028W	NA	NA	1	0	1000	0	NA		NA	
861	r_1115	ammonia transport	s_0420  <=> s_0419	(YPR138C OR YNL142W OR YGR121C OR YDR384C)	YDR384C YGR121C YNL142W YPR138C	NA	NA	1	-1000	1000	0	NA		NA	
862	r_1116	AMP/ATP transporter	s_0426 + s_0434 + s_0801  <=> s_0423 + s_0439 + s_0794	YPR128C	YPR128C	NA	NA	1	0	1000	0	NA		NA	
863	r_1117	aspartate transport	s_0794 + s_0973  <=> s_0799 + s_0975	YPR021C	YPR021C	NA	NA	1	0	1000	0	NA		NA	
864	r_1118	aspartate-glutamate transporter	s_0975 + s_0991  <=> s_0973 + s_0993	YPR021C	YPR021C	NA	NA	1	0	1000	0	NA		NA	
865	r_1119	biotin uptake	s_0452 + s_0796  <=> s_0451 + s_0794	YGR065C	YGR065C	NA	NA	1	0	1000	0	NA		NA	
866	r_1120	carnithine-acetylcarnithine carrier	s_0023 + s_1235  <=> s_0021 + s_1236	YOR100C	YOR100C	NA	NA	1	0	1000	0	NA		NA	
867	r_1121	ceramide-2' (sphinganine:n-C24:0OH) transport	s_0487  <=> s_0488			NA	NA	1	-1000	1000	0	NA		NA	
868	r_1122	ceramide-2' (sphinganine:n-C26:0OH) transport	s_0490  <=> s_0491			NA	NA	1	-1000	1000	0	NA		NA	
869	r_1123	ceramide-3 (Phytosphingosine:n-C24:0OH) transport	s_0493  <=> s_0494			NA	NA	1	-1000	1000	0	NA		NA	
870	r_1124	ceramide-3 (Phytosphingosine:n-C26:0OH) transport	s_0496  <=> s_0497			NA	NA	1	-1000	1000	0	NA		NA	
871	r_1125	choline transport	s_0513 + s_0796  <=> s_0512 + s_0794	YGL077C	YGL077C	NA	NA	1	0	1000	0	NA		NA	
872	r_1126	citrate transport	s_0068 + s_0522  <=> s_0066 + s_0524	YBR291C	YBR291C	NA	NA	1	-1000	1000	0	NA		NA	
873	r_1127	citrate transport	s_0522 + s_1361  <=> s_0524 + s_1360	YBR291C	YBR291C	NA	NA	1	-1000	1000	0	NA		NA	
874	r_1128	citrate transport	s_0522 + s_0941  <=> s_0524 + s_0940	YBR291C	YBR291C	NA	NA	1	-1000	1000	0	NA		NA	
875	r_1129	coenzyme A transport	s_0529  <=> s_0532	YHR002W	YHR002W	NA	NA	1	0	1000	0	NA		NA	
876	r_1130	CTP transport	s_0528 + s_0539 + s_0794  <=> s_0526 + s_0541 + s_0799	YBR192W	YBR192W	NA	NA	1	0	1000	0	NA		NA	
877	r_1131	CTP/CMP antiport	s_0528 + s_0539 + (2) s_0794  <=> s_0526 + s_0541 + (2) s_0799	YBR192W	YBR192W	NA	NA	1	0	1000	0	NA		NA	
878	r_1132	cytidine transport	s_0544 + s_0796  <=> s_0543 + s_0794	YAL022C	YAL022C	NA	NA	1	0	1000	0	NA		NA	
879	r_1133	cytosine transport	s_0546 + s_0796  <=> s_0545 + s_0794	(YER056C OR YER060W OR YER060W-A OR YGL186C)	YER056C YER060W YER060W-A YGL186C	NA	NA	1	0	1000	0	NA		NA	
880	r_1134	D-fructose transport	s_0554 + s_0796  <=> s_0553 + s_0794	(YDL245C OR YDR342C OR YDR343C OR YDR345C OR YEL069C OR YFL011W OR YHR092C OR YHR094C OR YHR096C OR YJL214W OR YJL219W OR YJR158W OR YMR011W OR YNR072W OR YOL156W)	YDL245C YDR342C YDR343C YDR345C YEL069C YFL011W YHR092C YHR094C YHR096C YJL214W YJL219W YJR158W YMR011W YNR072W YOL156W	NA	NA	1	0	1000	0	NA		NA	
881	r_1135	D-galactose transport	s_0559 + s_0796  <=> s_0558 + s_0794	(YFL011W OR YOL156W OR YDR536W OR YLR081W OR YNL318C OR YJL219W)	YDR536W YFL011W YJL219W YLR081W YNL318C YOL156W	NA	NA	1	0	1000	0	NA		NA	
882	r_1136	D-lactate transport	s_0026 + s_0796  <=> s_0025 + s_0794	YKL217W	YKL217W	NA	NA	1	-1000	1000	0	NA		NA	
883	r_1137	D-lactate transport	s_0025 + s_0794  <=> s_0027 + s_0799			NA	NA	1	0	1000	0	NA		NA	
884	r_1138	D-lactate/pyruvate antiport	s_0025 + s_1401  <=> s_0027 + s_1399			NA	NA	1	-1000	1000	0	NA		NA	
885	r_1139	D-mannose transport	s_0572 + s_0796  <=> s_0571 + s_0794	(YDL245C OR YDR342C OR YDR343C OR YDR345C OR YEL069C OR YFL011W OR YHR092C OR YHR094C OR YHR096C OR YJL214W OR YJL219W OR YJR158W OR YMR011W OR YNR072W OR YOL156W)	YDL245C YDR342C YDR343C YDR345C YEL069C YFL011W YHR092C YHR094C YHR096C YJL214W YJL219W YJR158W YMR011W YNR072W YOL156W	NA	NA	1	0	1000	0	NA		NA	
886	r_1146	episterol transport	s_0659  <=> s_0657	(YOR011W OR YIL013C)	YIL013C YOR011W	NA	NA	1	0	0	0	NA		NA	
887	r_1147	ergosterol transport	s_0668  <=> s_0666	(YOR011W OR YIL013C)	YIL013C YOR011W	NA	NA	1	0	0	0	NA		NA	
888	r_1148	ergosterol transport	s_0665  <=> s_0666	(YOR011W OR YIL013C)	YIL013C YOR011W	NA	NA	1	-1000	1000	0	NA		NA	
889	r_1149	ethanolamine transport	s_0684  <=> s_0683			NA	NA	1	-1000	1000	0	NA		NA	
890	r_1151	fadH2 transport	s_0690  <=> s_0689	YIL134W	YIL134W	NA	NA	1	0	1000	0	NA		NA	
891	r_1161	fecosterol transport	s_0702  <=> s_0700	(YOR011W OR YIL013C)	YIL013C YOR011W	NA	NA	1	0	0	0	NA		NA	
892	r_1162	fecosterol transport	s_0699  <=> s_0700	(YOR011W OR YIL013C)	YIL013C YOR011W	NA	NA	1	-1000	1000	0	NA		NA	
893	r_1164	folic acid transport	s_0720  <=> s_0719			NA	NA	1	-1000	1000	0	NA		NA	
894	r_1165	GDP-mannose antiport	s_0743 + s_0783  <=> s_0744 + s_0782	YGL225W	YGL225W	NA	NA	1	0	1000	0	NA		NA	
895	r_1166	glucose transport	s_0565  <=> s_0563	(YDL245C OR YDR342C OR YDR343C OR YDR345C OR YDR536W OR YEL069C OR YFL011W OR YHR092C OR YHR094C OR YHR096C OR YJL214W OR YJL219W OR YJR158W OR YLR081W OR YMR011W OR YNR072W OR YOL156W OR YDL247W OR YJR160C)	YDL245C YDL247W YDR342C YDR343C YDR345C YDR536W YEL069C YFL011W YHR092C YHR094C YHR096C YJL214W YJL219W YJR158W YJR160C YLR081W YMR011W YNR072W YOL156W	NA	NA	1	0	1000	0	NA		NA	
896	r_1167	glutathione transport	s_0751  <=> s_0750	YJL212C	YJL212C	NA	NA	1	0	1000	0	NA		NA	
897	r_1168	glutathione transport	s_0750  <=> s_0753	(YLL015W OR YDR135C)	YDR135C YLL015W	NA	NA	1	-1000	1000	0	NA		NA	
898	r_1169	glycero-3-phospho-1-inositol transport	s_0080  <=> s_0079	YCR098C	YCR098C	NA	NA	1	-1000	1000	0	NA		NA	
899	r_1170	glycero-3-phosphocholine transport	s_1435  <=> s_1433	YCR098C	YCR098C	NA	NA	1	-1000	1000	0	NA		NA	
900	r_1171	glycerol transport	s_0766 + s_0796  <=> s_0765 + s_0794	(YPL189W OR YDR536W OR YGL084C)	YDR536W YGL084C YPL189W	NA	NA	1	0	1000	0	NA		NA	
901	r_1172	glycerol transport via channel	s_0765  <=> s_0766	YLL043W	YLL043W	NA	NA	1	0	1000	0	NA		NA	
902	r_1173	glycine transport	s_0796 + s_1004  <=> s_0794 + s_1003	(YKR039W OR YPL265W OR YOR348C OR YOL020W OR YCL025C)	YCL025C YKR039W YOL020W YOR348C YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
903	r_1174	glycogen vacuolar 'transport' via autophagy	s_0773  <=> s_0774			NA	NA	1	0	1000	0	NA		NA	
904	r_1175	GTP/GDP translocase	s_0741 + s_0785 + s_0794  <=> s_0739 + s_0786 + s_0799	YDL198C	YDL198C	NA	NA	1	0	1000	0	NA		NA	
905	r_1176	guanine transport	s_0788 + s_0796  <=> s_0787 + s_0794	(YER056C OR YER060W OR YER060W-A OR YGL186C)	YER056C YER060W YER060W-A YGL186C	NA	NA	1	-1000	1000	0	NA		NA	
906	r_1177	inositol transport	s_0796 + s_1154  <=> s_0794 + s_1153	(YDR497C OR YOL103W)	YDR497C YOL103W	NA	NA	1	0	1000	0	NA		NA	
907	r_1178	iron (II) transport	s_0925  <=> s_0924	(YMR319C OR YMR058W)	YMR319C YMR058W	NA	NA	1	0	1000	0	NA		NA	20439772
908	r_1179	iron (II) transport	s_0924  <=> s_0926			NA	NA	1	0	1000	0	NA		NA	
909	r_1180	isoamyl acetate transport	s_0927  <=> s_0928			NA	NA	1	0	1000	0	NA		NA	
910	r_1181	isobutyl acetate transport	s_0935  <=> s_0936			NA	NA	1	0	1000	0	NA		NA	
911	r_1182	isopentenyl diphosphate transport	s_0943  <=> s_0945			NA	NA	1	-1000	1000	0	NA		NA	
912	r_1183	L-alanine transport	s_0796 + s_0956  <=> s_0794 + s_0955	(YKR039W OR YOR348C OR YBR068C OR YOL020W OR YPL265W OR YDR046C OR YCL025C)	YBR068C YCL025C YDR046C YKR039W YOL020W YOR348C YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
913	r_1184	L-arganine transport	s_0796 + s_0966  <=> s_0794 + s_0965	(YKR039W OR YEL063C OR YNL270C)	YEL063C YKR039W YNL270C	NA	NA	1	-1000	1000	0	NA		NA	
914	r_1185	L-arganine transport	s_0802 + s_0965  <=> s_0794 + s_0968	YBR293W	YBR293W	NA	NA	1	0	1000	0	NA		NA	
915	r_1186	L-asparagine transport	s_0796 + s_0970  <=> s_0794 + s_0969	(YKR039W OR YDR508C OR YPL265W OR YCL025C)	YCL025C YDR508C YKR039W YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
916	r_1187	L-asparagine transport	s_0802 + s_0969  <=> s_0794 + s_0972	YJR001W	YJR001W	NA	NA	1	0	1000	0	NA		NA	
917	r_1188	L-aspartate transport	s_0802 + s_0972  <=> s_0794 + s_0969	(YKL146W OR YNL101W)	YKL146W YNL101W	NA	NA	1	0	1000	0	NA		NA	
918	r_1189	L-aspartate transport	s_0802 + s_0977  <=> s_0794 + s_0973	YER119C	YER119C	NA	NA	1	0	1000	0	NA		NA	
919	r_1190	L-aspartate transport	s_0796 + s_0974  <=> s_0794 + s_0973	(YKR039W OR YFL055W OR YPL265W)	YFL055W YKR039W YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
920	r_1191	L-carnitine transport	s_0022  <=> s_0021	YBR132C	YBR132C	NA	NA	1	-1000	1000	0	NA		NA	
921	r_1192	L-cystine transport	s_0796 + s_0982  <=> s_0794 + s_0981	(YKR039W OR YBR068C OR YOL020W OR YBR069C OR YDR046C OR YDR508C OR YCL025C)	YBR068C YBR069C YCL025C YDR046C YDR508C YKR039W YOL020W	NA	NA	1	-1000	1000	0	NA		NA	
922	r_1193	L-cystine transport	s_0802 + s_0985  <=> s_0794 + s_0984	YCR075C	YCR075C	NA	NA	1	0	1000	0	NA		NA	
923	r_1194	L-glutamate transport	s_0991  <=> s_0993	YPR021C	YPR021C	NA	NA	1	0	1000	0	NA		NA	
924	r_1195	L-glutamate transport	s_0802 + s_0996  <=> s_0794 + s_0991	YER119C	YER119C	NA	NA	1	0	1000	0	NA		NA	
925	r_1196	L-glutamate transport	s_0796 + s_0992  <=> s_0794 + s_0991	(YKR039W OR YFL055W OR YPL265W OR YCL025C)	YCL025C YFL055W YKR039W YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
926	r_1197	L-glutamine transport	s_0802 + s_0999  <=> s_0794 + s_1002	YJR001W	YJR001W	NA	NA	1	0	1000	0	NA		NA	
927	r_1198	L-glutamine transport	s_0802 + s_1002  <=> s_0794 + s_0999	(YKL146W OR YNL101W)	YKL146W YNL101W	NA	NA	1	0	1000	0	NA		NA	
928	r_1199	L-glutamine transport	s_0796 + s_1000  <=> s_0794 + s_0999	(YKR039W OR YDR508C OR YPL265W OR YCL025C)	YCL025C YDR508C YKR039W YPL265W	NA	NA	1	-1000	1000	0	NA		NA	
